1	7
2	1
3	28
4	9
5	15
6	14
7	8
8	16
9	8
10	9
11	5
12	14
13	5
14	3
15	3
16	8
17	14
18	7
19	9
20	13
21	4
22	14
23	9
24	23
25	11
26	20
27	6
28	3
29	6
30	5
31	4
32	1
33	8
34	7
35	2
36	4
37	1
38	14
39	4
40	3
41	5
42	2
43	4
44	11
45	6
46	0
47	5
48	3
49	2
50	1
